equipment_id,equipment_type,manufacturer,model,serial_number,purchase_date,warranty_expiration,operating_system,processor,ram_size,last_test_date
809,laptop,Youspan,Dell OptiPlex,GHI789,1/17/2018,3/10/2022,macOS Big Sur,Intel Core i7,15,4/22/2021
810,desktop,Skiba,Dell OptiPlex,GHI789,6/3/2014,11/23/2023,macOS Big Sur,AMD Ryzen 5,27,1/27/2020
811,server,Mita,Lenovo ThinkCentre,ABC123,11/2/2021,6/29/2024,macOS Big Sur,AMD Ryzen 5,10,11/21/2023
812,scanner,Tagchat,Dell OptiPlex,DEF456,11/11/2013,5/1/2022,Ubuntu 20.04,Qualcomm Snapdragon,21,2/15/2020
813,server,Kwideo,Dell OptiPlex,GHI789,12/4/2010,10/30/2023,Windows 10,Intel Core i7,4,1/16/2021
814,scanner,Voomm,HP EliteBook,GHI789,1/15/2019,8/26/2023,Ubuntu 20.04,AMD Ryzen 5,11,11/13/2020
815,server,Eabox,HP EliteBook,DEF456,1/22/2016,4/28/2024,Ubuntu 20.04,AMD Ryzen 5,29,3/8/2023
816,scanner,Tagchat,Lenovo ThinkCentre,ABC123,7/26/2019,7/29/2024,Windows 10,Intel Core i7,28,12/13/2022
817,server,Roodel,Lenovo ThinkCentre,GHI789,3/13/2018,4/26/2022,Windows 10,AMD Ryzen 5,31,7/3/2023
818,laptop,Tagpad,Lenovo ThinkCentre,DEF456,2/14/2019,10/24/2024,macOS Big Sur,AMD Ryzen 5,8,8/7/2022
819,scanner,Skilith,Lenovo ThinkCentre,ABC123,4/24/2018,1/9/2025,macOS Big Sur,Qualcomm Snapdragon,18,5/11/2022
820,desktop,Twinder,Dell OptiPlex,GHI789,1/4/2017,5/20/2024,Windows 10,AMD Ryzen 5,10,2/3/2024
821,scanner,Janyx,HP EliteBook,ABC123,1/2/2014,5/18/2022,Windows 10,Qualcomm Snapdragon,8,3/20/2023
822,desktop,Mynte,HP EliteBook,ABC123,9/11/2019,3/15/2022,Ubuntu 20.04,AMD Ryzen 5,24,6/27/2021
823,laptop,Kamba,HP EliteBook,ABC123,8/31/2010,10/25/2025,Ubuntu 20.04,AMD Ryzen 5,6,9/29/2023
824,printer,Voonte,Lenovo ThinkCentre,DEF456,12/23/2016,1/7/2024,Ubuntu 20.04,AMD Ryzen 5,15,9/13/2020
825,server,Feedmix,Dell OptiPlex,DEF456,5/8/2011,5/31/2022,Windows 10,Qualcomm Snapdragon,6,12/2/2023
826,server,Quimm,HP EliteBook,DEF456,1/19/2020,5/9/2024,macOS Big Sur,Intel Core i7,16,5/1/2020
827,scanner,Chatterbridge,Dell OptiPlex,ABC123,7/7/2013,4/26/2024,Ubuntu 20.04,Qualcomm Snapdragon,14,10/30/2023
828,printer,Youopia,HP EliteBook,GHI789,2/15/2013,5/28/2024,macOS Big Sur,Intel Core i7,8,9/28/2020
829,server,Quatz,HP EliteBook,ABC123,5/11/2014,8/2/2022,Windows 10,Intel Core i7,18,8/24/2022
830,printer,Trudoo,Dell OptiPlex,ABC123,4/17/2015,1/22/2022,macOS Big Sur,AMD Ryzen 5,13,6/4/2022
831,desktop,Devshare,Lenovo ThinkCentre,DEF456,12/14/2016,9/3/2024,Windows 10,Qualcomm Snapdragon,9,5/30/2022
832,server,Topicblab,Lenovo ThinkCentre,GHI789,2/18/2011,9/14/2025,macOS Big Sur,Qualcomm Snapdragon,26,7/11/2023
833,scanner,Brightdog,HP EliteBook,DEF456,4/25/2010,7/23/2025,Ubuntu 20.04,Intel Core i7,7,5/27/2021
834,desktop,Skimia,Dell OptiPlex,ABC123,5/19/2014,12/25/2024,macOS Big Sur,Qualcomm Snapdragon,31,4/29/2021
835,desktop,LiveZ,Dell OptiPlex,GHI789,6/29/2016,9/6/2022,Windows 10,Intel Core i7,16,2/19/2022
836,printer,Rhynyx,Lenovo ThinkCentre,GHI789,7/13/2013,10/27/2025,Ubuntu 20.04,AMD Ryzen 5,24,6/10/2020
837,server,Buzzster,HP EliteBook,ABC123,1/9/2014,12/6/2024,macOS Big Sur,Qualcomm Snapdragon,25,4/15/2022
838,desktop,Eamia,Dell OptiPlex,GHI789,4/30/2021,7/4/2023,macOS Big Sur,Intel Core i7,18,4/17/2022
839,scanner,Feedfish,Lenovo ThinkCentre,GHI789,9/6/2014,8/7/2022,Windows 10,AMD Ryzen 5,26,12/16/2022
840,scanner,Gigabox,Dell OptiPlex,GHI789,9/12/2020,11/12/2024,macOS Big Sur,Qualcomm Snapdragon,26,6/23/2021
841,laptop,Mudo,HP EliteBook,GHI789,7/22/2014,9/6/2025,Ubuntu 20.04,AMD Ryzen 5,7,10/27/2022
842,scanner,Photobean,Dell OptiPlex,DEF456,8/10/2014,11/18/2022,Windows 10,Intel Core i7,8,3/4/2020
843,scanner,Demivee,HP EliteBook,GHI789,11/14/2013,5/14/2022,Windows 10,Intel Core i7,29,5/7/2022
844,desktop,Eadel,Dell OptiPlex,DEF456,9/11/2016,8/16/2024,macOS Big Sur,Qualcomm Snapdragon,15,4/7/2021
845,scanner,Voolia,Lenovo ThinkCentre,GHI789,4/24/2019,2/13/2023,Windows 10,AMD Ryzen 5,29,12/31/2022
846,printer,Twinte,Dell OptiPlex,DEF456,5/3/2011,2/22/2025,macOS Big Sur,Qualcomm Snapdragon,10,4/28/2020
847,laptop,Topiclounge,Lenovo ThinkCentre,ABC123,4/5/2011,12/8/2025,Windows 10,AMD Ryzen 5,23,2/21/2022
848,server,Flashset,Dell OptiPlex,GHI789,5/20/2014,2/23/2023,Ubuntu 20.04,Qualcomm Snapdragon,30,12/23/2023
849,desktop,Yadel,HP EliteBook,DEF456,12/26/2010,10/16/2024,Windows 10,Qualcomm Snapdragon,7,9/18/2023
850,laptop,Myworks,HP EliteBook,DEF456,6/16/2020,12/9/2025,Windows 10,Intel Core i7,19,3/9/2021
851,desktop,Riffpedia,Dell OptiPlex,GHI789,2/6/2011,2/11/2022,macOS Big Sur,Intel Core i7,8,10/24/2020
852,desktop,Skyba,Dell OptiPlex,GHI789,8/14/2016,4/17/2025,Ubuntu 20.04,Qualcomm Snapdragon,26,2/4/2021
853,scanner,Browsetype,Lenovo ThinkCentre,GHI789,9/8/2014,3/30/2024,macOS Big Sur,AMD Ryzen 5,15,12/16/2020
854,laptop,Muxo,Lenovo ThinkCentre,ABC123,4/23/2011,7/19/2025,Windows 10,AMD Ryzen 5,9,12/19/2020
855,desktop,Chatterbridge,Dell OptiPlex,GHI789,4/20/2019,11/18/2025,Windows 10,Qualcomm Snapdragon,21,5/5/2021
856,server,JumpXS,Dell OptiPlex,GHI789,1/27/2017,6/11/2023,macOS Big Sur,Intel Core i7,6,2/9/2022
857,desktop,Mycat,HP EliteBook,ABC123,2/14/2019,2/4/2023,macOS Big Sur,Qualcomm Snapdragon,14,10/21/2021
858,laptop,Dabjam,Lenovo ThinkCentre,DEF456,11/4/2021,3/3/2022,Windows 10,Intel Core i7,31,6/27/2023
859,printer,Feedfire,Lenovo ThinkCentre,GHI789,3/2/2012,4/14/2025,Windows 10,Intel Core i7,32,8/15/2021
860,laptop,Dynazzy,Lenovo ThinkCentre,ABC123,12/31/2012,9/19/2025,macOS Big Sur,Qualcomm Snapdragon,27,8/9/2020
861,server,Meejo,Dell OptiPlex,GHI789,7/2/2018,5/31/2023,Windows 10,Qualcomm Snapdragon,4,11/16/2022
862,scanner,Zoomcast,HP EliteBook,GHI789,12/19/2019,4/28/2024,macOS Big Sur,Qualcomm Snapdragon,24,2/2/2022
863,server,Blognation,Lenovo ThinkCentre,GHI789,10/1/2010,8/20/2022,macOS Big Sur,Qualcomm Snapdragon,22,3/11/2022
864,printer,Oodoo,Dell OptiPlex,GHI789,8/23/2011,12/9/2023,Windows 10,Intel Core i7,10,1/3/2020
865,desktop,Browsecat,HP EliteBook,ABC123,2/17/2012,6/8/2022,Ubuntu 20.04,Qualcomm Snapdragon,29,4/22/2023
866,printer,Jamia,Dell OptiPlex,GHI789,7/2/2018,8/4/2022,Windows 10,AMD Ryzen 5,12,8/14/2020
867,server,Aibox,Lenovo ThinkCentre,GHI789,12/24/2012,10/17/2024,Ubuntu 20.04,Qualcomm Snapdragon,25,5/22/2021
868,desktop,Bubblemix,HP EliteBook,GHI789,12/20/2016,8/2/2023,Windows 10,Qualcomm Snapdragon,20,1/3/2022
869,scanner,Ooba,Lenovo ThinkCentre,ABC123,2/23/2019,1/19/2022,macOS Big Sur,Intel Core i7,31,2/23/2023
870,printer,Edgeify,HP EliteBook,ABC123,11/17/2014,1/7/2023,macOS Big Sur,Qualcomm Snapdragon,8,1/1/2023
871,scanner,Jaxnation,HP EliteBook,GHI789,8/5/2010,10/25/2022,macOS Big Sur,Intel Core i7,19,9/12/2023
872,laptop,Tagfeed,Dell OptiPlex,GHI789,4/9/2019,7/27/2023,macOS Big Sur,Qualcomm Snapdragon,28,7/9/2022
873,printer,Rhybox,HP EliteBook,DEF456,10/7/2021,1/12/2022,Windows 10,Qualcomm Snapdragon,32,5/21/2022
874,laptop,Tagfeed,HP EliteBook,GHI789,6/19/2018,8/4/2025,macOS Big Sur,Qualcomm Snapdragon,5,4/17/2021
875,scanner,Kwideo,HP EliteBook,GHI789,7/31/2018,11/6/2023,macOS Big Sur,Intel Core i7,29,10/23/2023
876,server,Mynte,Dell OptiPlex,DEF456,12/25/2010,12/21/2025,Ubuntu 20.04,Qualcomm Snapdragon,24,11/4/2021
877,server,InnoZ,HP EliteBook,DEF456,8/8/2013,2/22/2022,Windows 10,Qualcomm Snapdragon,19,6/5/2022
878,scanner,Livetube,Dell OptiPlex,GHI789,6/6/2012,2/2/2022,Windows 10,Intel Core i7,10,8/26/2021
879,desktop,Babbleblab,HP EliteBook,GHI789,8/21/2021,12/30/2022,macOS Big Sur,Qualcomm Snapdragon,15,1/14/2020
880,printer,Vinder,Dell OptiPlex,DEF456,10/6/2014,8/16/2022,Windows 10,AMD Ryzen 5,4,8/30/2022
881,desktop,Skilith,Dell OptiPlex,GHI789,7/6/2011,3/18/2024,Windows 10,Intel Core i7,30,3/10/2022
882,laptop,Avamba,Lenovo ThinkCentre,GHI789,6/5/2017,12/12/2022,Windows 10,Intel Core i7,12,2/11/2023
883,laptop,Kimia,HP EliteBook,ABC123,11/11/2011,4/19/2024,Windows 10,AMD Ryzen 5,18,4/20/2022
884,desktop,Blogpad,HP EliteBook,ABC123,9/5/2018,1/23/2025,Ubuntu 20.04,Intel Core i7,32,2/24/2020
885,desktop,Youfeed,Lenovo ThinkCentre,ABC123,8/4/2011,5/21/2024,Windows 10,Intel Core i7,30,10/3/2022
886,printer,Centidel,Dell OptiPlex,ABC123,3/16/2017,2/14/2022,Windows 10,Intel Core i7,23,10/29/2023
887,desktop,Latz,Lenovo ThinkCentre,DEF456,6/22/2014,3/21/2022,Windows 10,Qualcomm Snapdragon,31,3/16/2020
888,laptop,Yamia,Lenovo ThinkCentre,ABC123,5/16/2010,8/19/2024,macOS Big Sur,Intel Core i7,23,6/11/2023
889,laptop,Oyope,Dell OptiPlex,ABC123,4/28/2011,1/22/2022,Windows 10,AMD Ryzen 5,21,5/12/2022
890,desktop,Snaptags,Lenovo ThinkCentre,DEF456,7/13/2010,11/3/2024,Windows 10,AMD Ryzen 5,23,8/9/2022
891,laptop,Buzzdog,Dell OptiPlex,DEF456,3/13/2011,3/18/2023,macOS Big Sur,Intel Core i7,32,4/2/2022
892,scanner,Photofeed,HP EliteBook,DEF456,2/3/2018,10/17/2024,Windows 10,Intel Core i7,12,1/27/2021
893,server,Wikizz,Dell OptiPlex,ABC123,6/17/2014,12/3/2025,Windows 10,Qualcomm Snapdragon,10,7/29/2023
894,server,Quire,Dell OptiPlex,GHI789,2/13/2020,6/8/2023,Windows 10,Intel Core i7,8,1/5/2022
895,laptop,Voolia,HP EliteBook,ABC123,7/28/2012,11/30/2022,Windows 10,Qualcomm Snapdragon,8,9/26/2020
896,laptop,LiveZ,HP EliteBook,DEF456,2/17/2010,7/24/2023,macOS Big Sur,AMD Ryzen 5,12,2/21/2021
897,desktop,Trupe,Dell OptiPlex,ABC123,11/4/2012,9/25/2025,Windows 10,Intel Core i7,32,10/7/2021
898,printer,Roombo,HP EliteBook,DEF456,10/19/2010,6/3/2023,Windows 10,AMD Ryzen 5,26,10/3/2022
899,desktop,Centizu,Lenovo ThinkCentre,ABC123,9/25/2021,9/17/2023,Ubuntu 20.04,Qualcomm Snapdragon,18,2/2/2024
900,desktop,Skimia,Dell OptiPlex,GHI789,4/19/2021,1/6/2022,Ubuntu 20.04,AMD Ryzen 5,4,11/15/2021
901,printer,Yadel,Dell OptiPlex,GHI789,11/26/2016,8/17/2025,Ubuntu 20.04,Intel Core i7,20,4/23/2023
902,laptop,Zoozzy,Dell OptiPlex,GHI789,4/30/2012,9/27/2022,Ubuntu 20.04,Intel Core i7,6,7/4/2020
903,desktop,Quinu,Dell OptiPlex,DEF456,4/7/2017,1/20/2022,Ubuntu 20.04,AMD Ryzen 5,12,1/29/2024
904,server,Kwimbee,Dell OptiPlex,GHI789,1/23/2010,7/14/2025,macOS Big Sur,AMD Ryzen 5,25,3/8/2022
905,laptop,Flipstorm,Dell OptiPlex,ABC123,5/25/2012,1/12/2022,macOS Big Sur,AMD Ryzen 5,18,11/26/2021
906,printer,Vidoo,Lenovo ThinkCentre,GHI789,7/10/2018,4/23/2022,Ubuntu 20.04,AMD Ryzen 5,19,2/7/2024
907,server,Linktype,Lenovo ThinkCentre,GHI789,4/14/2014,12/24/2023,Ubuntu 20.04,AMD Ryzen 5,22,9/10/2021
908,printer,Vinte,Lenovo ThinkCentre,GHI789,10/11/2019,3/15/2024,macOS Big Sur,Intel Core i7,28,11/8/2023
909,desktop,Jabberbean,Dell OptiPlex,ABC123,6/29/2018,7/15/2022,Ubuntu 20.04,AMD Ryzen 5,15,7/16/2023
910,desktop,Jaxnation,Lenovo ThinkCentre,GHI789,11/13/2016,12/8/2023,Ubuntu 20.04,Qualcomm Snapdragon,16,12/14/2020
911,server,Meevee,Lenovo ThinkCentre,DEF456,9/23/2014,2/9/2024,Windows 10,AMD Ryzen 5,16,11/10/2023
912,server,Quire,Dell OptiPlex,DEF456,5/31/2013,7/1/2025,Windows 10,Qualcomm Snapdragon,23,8/1/2022
913,server,Quaxo,Lenovo ThinkCentre,GHI789,10/4/2021,1/3/2022,Windows 10,Intel Core i7,12,8/23/2020
914,server,Voonder,Dell OptiPlex,DEF456,4/25/2017,7/7/2025,Windows 10,AMD Ryzen 5,13,12/13/2022
915,server,Vipe,HP EliteBook,ABC123,9/15/2017,7/13/2023,Windows 10,Intel Core i7,10,2/9/2022
916,desktop,Vinte,Dell OptiPlex,DEF456,9/3/2010,2/23/2022,macOS Big Sur,Intel Core i7,13,10/3/2023
917,scanner,Trudoo,Lenovo ThinkCentre,ABC123,5/17/2013,11/30/2022,macOS Big Sur,Intel Core i7,19,9/25/2023
918,printer,Innotype,Dell OptiPlex,GHI789,3/16/2015,2/13/2022,macOS Big Sur,Intel Core i7,32,8/24/2022
919,desktop,Dabjam,HP EliteBook,DEF456,5/24/2018,12/13/2025,Windows 10,AMD Ryzen 5,5,9/18/2020
920,laptop,DabZ,Lenovo ThinkCentre,GHI789,2/26/2018,5/29/2025,Windows 10,AMD Ryzen 5,29,4/19/2023
921,desktop,Blogtag,Dell OptiPlex,DEF456,3/22/2012,3/30/2023,Windows 10,Qualcomm Snapdragon,6,10/4/2023
922,desktop,Kazu,Lenovo ThinkCentre,DEF456,12/10/2015,12/10/2023,macOS Big Sur,Intel Core i7,9,3/3/2022
923,laptop,Dabfeed,HP EliteBook,ABC123,3/23/2013,10/9/2024,macOS Big Sur,Qualcomm Snapdragon,5,10/30/2021
924,laptop,LiveZ,HP EliteBook,ABC123,4/7/2014,1/15/2022,Ubuntu 20.04,Intel Core i7,16,1/29/2021
925,server,Jabbercube,Lenovo ThinkCentre,DEF456,7/12/2016,6/10/2025,macOS Big Sur,Qualcomm Snapdragon,15,7/17/2023
926,server,Shuffledrive,Lenovo ThinkCentre,GHI789,2/10/2016,3/6/2022,Ubuntu 20.04,Intel Core i7,9,9/3/2023
927,desktop,Fadeo,Dell OptiPlex,GHI789,9/27/2015,1/4/2025,Ubuntu 20.04,Qualcomm Snapdragon,17,5/6/2023
928,desktop,Abata,HP EliteBook,GHI789,10/10/2017,5/9/2025,Windows 10,Qualcomm Snapdragon,32,8/3/2023
929,server,Eabox,Dell OptiPlex,ABC123,8/13/2021,7/15/2024,Ubuntu 20.04,Intel Core i7,21,1/20/2020
930,desktop,Oyoba,HP EliteBook,GHI789,8/23/2012,7/25/2022,Ubuntu 20.04,AMD Ryzen 5,8,8/26/2022
931,printer,Browsezoom,Lenovo ThinkCentre,GHI789,6/26/2011,11/4/2023,Windows 10,AMD Ryzen 5,27,1/27/2024
932,scanner,Gigazoom,Lenovo ThinkCentre,GHI789,9/20/2020,7/1/2022,Ubuntu 20.04,Intel Core i7,31,10/26/2020
933,laptop,Latz,Dell OptiPlex,GHI789,2/12/2017,9/5/2025,Ubuntu 20.04,Intel Core i7,12,9/28/2021
934,printer,Teklist,HP EliteBook,ABC123,6/29/2017,3/18/2022,macOS Big Sur,Qualcomm Snapdragon,18,11/26/2021
935,laptop,Photojam,HP EliteBook,ABC123,11/1/2021,4/24/2023,Ubuntu 20.04,AMD Ryzen 5,26,3/28/2021
936,printer,Dablist,Lenovo ThinkCentre,ABC123,11/27/2020,9/15/2024,Windows 10,Qualcomm Snapdragon,19,11/28/2023
937,printer,Devpoint,Lenovo ThinkCentre,DEF456,9/4/2018,3/24/2025,macOS Big Sur,Intel Core i7,29,10/21/2023
938,desktop,Photobean,HP EliteBook,GHI789,12/13/2020,7/3/2022,Ubuntu 20.04,Qualcomm Snapdragon,17,10/11/2022
939,desktop,Skinder,HP EliteBook,ABC123,12/7/2020,1/3/2023,Ubuntu 20.04,AMD Ryzen 5,20,8/16/2020
940,laptop,Dabshots,HP EliteBook,DEF456,3/1/2011,12/5/2023,macOS Big Sur,AMD Ryzen 5,7,11/5/2020
941,laptop,Feedmix,Lenovo ThinkCentre,DEF456,4/2/2011,5/31/2025,Windows 10,Qualcomm Snapdragon,15,7/13/2023
942,laptop,Zoovu,Lenovo ThinkCentre,DEF456,6/8/2012,6/5/2023,Ubuntu 20.04,Qualcomm Snapdragon,6,6/15/2020
943,scanner,Zoonder,Dell OptiPlex,DEF456,3/21/2020,9/11/2023,Windows 10,Qualcomm Snapdragon,16,2/2/2020
944,scanner,Mymm,Lenovo ThinkCentre,ABC123,2/7/2012,6/8/2023,Ubuntu 20.04,Qualcomm Snapdragon,12,2/8/2022
945,desktop,Thoughtbridge,Lenovo ThinkCentre,DEF456,10/27/2016,9/19/2023,Windows 10,AMD Ryzen 5,6,4/27/2021
946,scanner,Ainyx,HP EliteBook,GHI789,2/8/2012,4/8/2024,Windows 10,Intel Core i7,18,12/20/2021
947,server,Rhyloo,Dell OptiPlex,GHI789,10/3/2015,1/28/2022,Ubuntu 20.04,Intel Core i7,21,4/14/2021
948,scanner,Kwideo,Lenovo ThinkCentre,ABC123,5/13/2017,5/8/2022,macOS Big Sur,Intel Core i7,13,3/3/2020
949,laptop,Kayveo,Dell OptiPlex,GHI789,3/26/2010,3/22/2025,Windows 10,AMD Ryzen 5,26,1/22/2020
950,scanner,Photobean,Dell OptiPlex,ABC123,8/6/2014,5/21/2023,Ubuntu 20.04,AMD Ryzen 5,16,4/19/2021
951,desktop,Oyoba,Lenovo ThinkCentre,DEF456,4/11/2019,5/28/2024,Windows 10,AMD Ryzen 5,8,1/29/2024
952,laptop,Skiptube,Lenovo ThinkCentre,GHI789,12/7/2019,1/30/2024,Windows 10,Qualcomm Snapdragon,7,2/1/2023
953,printer,Tazz,HP EliteBook,GHI789,2/3/2011,3/21/2022,macOS Big Sur,Intel Core i7,23,7/28/2022
954,printer,Thoughtblab,Dell OptiPlex,GHI789,2/2/2013,12/7/2022,Ubuntu 20.04,Intel Core i7,4,4/25/2022
955,laptop,Katz,Dell OptiPlex,GHI789,2/13/2016,3/22/2024,Ubuntu 20.04,AMD Ryzen 5,7,9/14/2023
956,printer,Kanoodle,HP EliteBook,GHI789,4/18/2016,6/6/2025,macOS Big Sur,Intel Core i7,4,8/19/2020
957,scanner,Devpulse,Lenovo ThinkCentre,GHI789,7/29/2013,5/18/2025,Windows 10,Qualcomm Snapdragon,26,7/9/2020
958,scanner,Devify,HP EliteBook,ABC123,2/14/2021,1/1/2024,macOS Big Sur,Intel Core i7,17,5/25/2021
959,laptop,Zazio,HP EliteBook,ABC123,5/19/2016,4/28/2023,Ubuntu 20.04,Qualcomm Snapdragon,21,7/29/2022
960,server,Rhyloo,HP EliteBook,GHI789,9/14/2021,3/5/2023,Ubuntu 20.04,Intel Core i7,17,5/2/2023
961,server,Realblab,HP EliteBook,DEF456,4/24/2011,2/20/2023,Ubuntu 20.04,AMD Ryzen 5,32,3/24/2022
962,server,Brightdog,Lenovo ThinkCentre,DEF456,4/11/2015,4/6/2025,macOS Big Sur,Intel Core i7,27,8/12/2021
963,scanner,Gigazoom,Lenovo ThinkCentre,ABC123,7/10/2016,11/2/2025,Ubuntu 20.04,AMD Ryzen 5,26,11/28/2023
964,laptop,Yodel,HP EliteBook,ABC123,5/14/2015,9/16/2024,Windows 10,Qualcomm Snapdragon,8,8/27/2020
965,desktop,Jabberbean,Lenovo ThinkCentre,GHI789,5/27/2016,7/21/2023,macOS Big Sur,Intel Core i7,16,8/16/2021
966,laptop,Livetube,Dell OptiPlex,GHI789,7/10/2021,5/11/2024,Ubuntu 20.04,Qualcomm Snapdragon,12,9/1/2023
967,scanner,Miboo,HP EliteBook,ABC123,2/1/2014,12/3/2023,Windows 10,Qualcomm Snapdragon,24,10/31/2022
968,laptop,Photojam,Lenovo ThinkCentre,GHI789,10/10/2015,8/12/2025,macOS Big Sur,Qualcomm Snapdragon,18,10/4/2023
969,printer,Livepath,Lenovo ThinkCentre,DEF456,12/10/2017,5/7/2022,macOS Big Sur,Qualcomm Snapdragon,8,9/1/2022
970,printer,Abatz,Lenovo ThinkCentre,DEF456,9/20/2014,5/24/2022,macOS Big Sur,AMD Ryzen 5,22,4/19/2021
971,desktop,Youopia,HP EliteBook,DEF456,5/22/2021,9/15/2023,Windows 10,AMD Ryzen 5,16,7/1/2023
972,desktop,Tanoodle,Lenovo ThinkCentre,GHI789,6/28/2013,7/23/2024,macOS Big Sur,Intel Core i7,21,9/5/2023
973,scanner,Yodo,Dell OptiPlex,GHI789,9/10/2015,2/13/2025,macOS Big Sur,AMD Ryzen 5,22,2/16/2020
974,desktop,Realpoint,Lenovo ThinkCentre,ABC123,4/30/2019,11/14/2022,Ubuntu 20.04,AMD Ryzen 5,31,10/12/2023
975,laptop,Rhynyx,Dell OptiPlex,GHI789,10/3/2010,10/12/2022,Ubuntu 20.04,Qualcomm Snapdragon,11,3/6/2023
976,desktop,Realblab,HP EliteBook,ABC123,2/26/2013,8/8/2024,macOS Big Sur,Qualcomm Snapdragon,18,2/20/2022
977,desktop,Fanoodle,Lenovo ThinkCentre,DEF456,5/14/2018,4/23/2025,macOS Big Sur,AMD Ryzen 5,30,3/9/2020
978,printer,Viva,Dell OptiPlex,GHI789,1/21/2015,5/23/2023,Ubuntu 20.04,AMD Ryzen 5,14,8/24/2021
979,server,Browsecat,Dell OptiPlex,ABC123,12/9/2010,7/24/2025,Ubuntu 20.04,AMD Ryzen 5,28,3/30/2020
980,scanner,Skynoodle,HP EliteBook,GHI789,9/21/2018,7/11/2023,Windows 10,Qualcomm Snapdragon,29,12/20/2020
981,server,Feedspan,Lenovo ThinkCentre,ABC123,8/26/2010,2/1/2025,macOS Big Sur,Intel Core i7,16,3/18/2022
982,laptop,Demizz,HP EliteBook,GHI789,10/15/2020,5/12/2024,Ubuntu 20.04,Qualcomm Snapdragon,7,11/6/2020
983,desktop,Yamia,HP EliteBook,ABC123,7/21/2017,6/10/2022,macOS Big Sur,AMD Ryzen 5,21,7/6/2020
984,printer,Youbridge,HP EliteBook,GHI789,8/12/2013,9/3/2025,Ubuntu 20.04,AMD Ryzen 5,14,12/15/2023
985,desktop,Demizz,Lenovo ThinkCentre,ABC123,5/19/2011,9/18/2023,macOS Big Sur,Intel Core i7,32,6/8/2021
986,printer,Katz,Lenovo ThinkCentre,DEF456,3/24/2012,10/13/2022,Windows 10,Intel Core i7,19,1/6/2021
987,scanner,Linktype,Lenovo ThinkCentre,GHI789,7/8/2021,10/31/2022,Ubuntu 20.04,Intel Core i7,27,6/17/2021
988,desktop,Skajo,Dell OptiPlex,ABC123,9/7/2020,6/14/2024,Windows 10,AMD Ryzen 5,11,12/29/2021
989,desktop,JumpXS,HP EliteBook,ABC123,10/6/2021,5/3/2024,Ubuntu 20.04,Intel Core i7,10,12/12/2022
990,scanner,Miboo,Dell OptiPlex,DEF456,4/18/2010,5/20/2023,macOS Big Sur,AMD Ryzen 5,10,2/21/2023
991,scanner,Trilith,HP EliteBook,GHI789,5/30/2017,11/6/2022,Ubuntu 20.04,Qualcomm Snapdragon,23,4/9/2021
992,server,Innojam,Dell OptiPlex,ABC123,10/10/2011,8/3/2022,Ubuntu 20.04,Qualcomm Snapdragon,28,3/23/2020
993,scanner,Voonix,HP EliteBook,GHI789,9/14/2015,9/19/2024,Ubuntu 20.04,Intel Core i7,21,12/31/2020
994,scanner,Wordify,Lenovo ThinkCentre,DEF456,3/31/2015,4/4/2024,macOS Big Sur,Intel Core i7,15,6/29/2020
995,scanner,Tagfeed,Lenovo ThinkCentre,ABC123,6/2/2021,10/26/2024,Windows 10,AMD Ryzen 5,29,4/5/2021
996,desktop,Zooveo,Dell OptiPlex,DEF456,12/1/2015,9/18/2025,Windows 10,AMD Ryzen 5,13,10/14/2022
997,desktop,Feednation,Lenovo ThinkCentre,DEF456,10/22/2018,11/10/2024,Ubuntu 20.04,Intel Core i7,9,10/31/2023
998,server,Trunyx,Lenovo ThinkCentre,ABC123,9/2/2021,10/14/2025,Ubuntu 20.04,Qualcomm Snapdragon,10,10/25/2023
999,desktop,Jabberbean,HP EliteBook,GHI789,10/9/2012,6/24/2024,Windows 10,Intel Core i7,17,12/19/2021
1000,desktop,Thoughtblab,HP EliteBook,ABC123,9/24/2010,11/1/2025,macOS Big Sur,Intel Core i7,4,3/25/2023
